"line number","contest name","choice name","party name","total votes","percent of votes","registered voters","ballots cast","num Precinct total","num Precinct rptg","over votes","under votes"
703,"Member of Council GLASSPORT (Vote For 4)","Dennis Hickman, Jr.","DEM",434,18.25,2688,0,6,6,"0","0"
704,"Member of Council GLASSPORT (Vote For 4)","Anthony M. Foster","DEM",393,16.53,2688,0,6,6,"0","0"
705,"Member of Council GLASSPORT (Vote For 4)","Katherine Handra","IND",419,17.62,2688,0,6,6,"0","0"
706,"Member of Council GLASSPORT (Vote For 4)","WRITE-IN","",229,9.63,2688,0,6,6,"0","0"
707,"Member of Council MCDONALD (Vote For 4)","Tom Rockwell","DEM",24,17.78,222,0,1,1,"0","0"
708,"Member of Council MCDONALD (Vote For 4)","Elmo B. Cecchetti, II","DEM",25,18.52,222,0,1,1,"0","0"
709,"Member of Council MCDONALD (Vote For 4)","Thomas A. McQuillan","DEM",30,22.22,222,0,1,1,"0","0"
710,"Member of Council MCDONALD (Vote For 4)","Michael Schaal","REP",29,21.48,222,0,1,1,"0","0"
711,"Member of Council MCDONALD (Vote For 4)","Philip Boggs","REP",26,19.26,222,0,1,1,"0","0"
712,"Member of Council MCDONALD (Vote For 4)","WRITE-IN","",1,0.74,222,0,1,1,"0","0"
713,"Member of Council MCKEESPORT (Vote For 4)","Tim Brown","DEM",2379,26.85,12613,0,32,32,"0","0"
714,"Member of Council MCKEESPORT (Vote For 4)","Keith Soles","DEM",2211,24.95,12613,0,32,32,"0","0"
715,"Member of Council MCKEESPORT (Vote For 4)","Richard J. Dellapenna","DEM",2154,24.31,12613,0,32,32,"0","0"
716,"Member of Council MCKEESPORT (Vote For 4)","LuEthel Nesbit","DEM",2078,23.45,12613,0,32,32,"0","0"
717,"Member of Council MCKEESPORT (Vote For 4)","WRITE-IN","",38,0.43,12613,0,32,32,"0","0"
718,"Member of Council MILLVALE (Vote For 4)","Katie Dembowski","DEM",414,26.29,2442,0,5,5,"0","0"
719,"Member of Council MILLVALE (Vote For 4)","Patricia Sorg","DEM",375,23.81,2442,0,5,5,"0","0"
720,"Member of Council MILLVALE (Vote For 4)","Paul D. Bossung, Jr.","DEM",382,24.25,2442,0,5,5,"0","0"
721,"Member of Council MILLVALE (Vote For 4)","William G. Stout","DEM",375,23.81,2442,0,5,5,"0","0"
722,"Member of Council MILLVALE (Vote For 4)","WRITE-IN","",29,1.84,2442,0,5,5,"0","0"
723,"Member of Council WILMERDING (Vote For 4)","Linda Kirk","DEM",177,25.36,1267,0,2,2,"0","0"
724,"Member of Council WILMERDING (Vote For 4)","Joseph Hartzell","DEM",180,25.79,1267,0,2,2,"0","0"
725,"Member of Council WILMERDING (Vote For 4)","Kelly Ann Belin","DEM",146,20.92,1267,0,2,2,"0","0"
726,"Member of Council WILMERDING (Vote For 4)","Paula J. Shurgot","DEM",132,18.91,1267,0,2,2,"0","0"
727,"Member of Council WILMERDING (Vote For 4)","WRITE-IN","",63,9.03,1267,0,2,2,"0","0"
728,"Member of Council ASPINWALL (Vote For 3)","Heth R. Turnquist","DEM",570,41.67,2395,0,3,3,"0","0"
729,"Member of Council ASPINWALL (Vote For 3)","David C. Borland, Jr.","REP",400,29.24,2395,0,3,3,"0","0"
730,"Member of Council ASPINWALL (Vote For 3)","Timothy P. McLaughlin","REP",371,27.12,2395,0,3,3,"0","0"
731,"Member of Council ASPINWALL (Vote For 3)","WRITE-IN","",27,1.97,2395,0,3,3,"0","0"
732,"Member of Council BALDWIN BOROUGH (Vote For 3)","Denise Maiden","D/R",2892,30.45,14560,0,18,18,"0","0"
733,"Member of Council BALDWIN BOROUGH (Vote For 3)","Patty Boyer","D/R",2912,30.66,14560,0,18,18,"0","0"
734,"Member of Council BALDWIN BOROUGH (Vote For 3)","James Behers","DEM",2254,23.73,14560,0,18,18,"0","0"
735,"Member of Council BALDWIN BOROUGH (Vote For 3)","Rebecca A. Conley","REP",1428,15.04,14560,0,18,18,"0","0"
736,"Member of Council BALDWIN BOROUGH (Vote For 3)","WRITE-IN","",11,0.12,14560,0,18,18,"0","0"
737,"Member of Council BELL ACRES (Vote For 3)","Christopher Abell","DEM",209,25.15,1174,0,1,1,"0","0"
738,"Member of Council BELL ACRES (Vote For 3)","Megan E. Wine","REP",232,27.92,1174,0,1,1,"0","0"
739,"Member of Council BELL ACRES (Vote For 3)","Dennis C. Young, Jr.","REP",190,22.86,1174,0,1,1,"0","0"
740,"Member of Council BELL ACRES (Vote For 3)","John Walliser","IND",189,22.74,1174,0,1,1,"0","0"
741,"Member of Council BELL ACRES (Vote For 3)","WRITE-IN","",11,1.32,1174,0,1,1,"0","0"
742,"Member of Council BEN AVON (Vote For 3)","Kara Alexis Roggenkamp","DEM",350,32.68,1458,0,2,2,"0","0"
743,"Member of Council BEN AVON (Vote For 3)","Kenneth L. Opipery, Jr.","DEM",359,33.52,1458,0,2,2,"0","0"
744,"Member of Council BEN AVON (Vote For 3)","Richard Wagner","DEM",354,33.05,1458,0,2,2,"0","0"
745,"Member of Council BEN AVON (Vote For 3)","WRITE-IN","",8,0.75,1458,0,2,2,"0","0"
746,"Member of Council BLAWNOX (Vote For 3)","Kathryn Specht-Coban","DEM",171,33.60,1039,0,1,1,"0","0"
747,"Member of Council BLAWNOX (Vote For 3)","Elaine A. Palmer","DEM",163,32.02,1039,0,1,1,"0","0"
748,"Member of Council BLAWNOX (Vote For 3)","John D. Simmons","DEM",166,32.61,1039,0,1,1,"0","0"
749,"Member of Council BLAWNOX (Vote For 3)","WRITE-IN","",9,1.77,1039,0,1,1,"0","0"
750,"Member of Council BRADDOCK HILLS (Vote For 3)","Thomas E. Evans","DEM",301,31.75,1386,0,2,2,"0","0"
751,"Member of Council BRADDOCK HILLS (Vote For 3)","Michael Ursiny","DEM",290,30.59,1386,0,2,2,"0","0"
752,"Member of Council BRADDOCK HILLS (Vote For 3)","Vincent F. Gambino","DEM",287,30.27,1386,0,2,2,"0","0"
753,"Member of Council BRADDOCK HILLS (Vote For 3)","WRITE-IN","",70,7.38,1386,0,2,2,"0","0"
754,"Member of Council BRADFORD WOODS (Vote For 3)","Thomas Kosmala","DEM",275,35.12,1031,0,1,1,"0","0"
755,"Member of Council BRADFORD WOODS (Vote For 3)","Todd Hipwell","REP",254,32.44,1031,0,1,1,"0","0"
756,"Member of Council BRADFORD WOODS (Vote For 3)","Jennifer Griffin","REP",250,31.93,1031,0,1,1,"0","0"
757,"Member of Council BRADFORD WOODS (Vote For 3)","WRITE-IN","",4,0.51,1031,0,1,1,"0","0"
758,"Member of Council BRENTWOOD (Vote For 3)","Pat Carnevale","D/R",1185,32.94,6751,0,10,10,"0","0"
759,"Member of Council BRENTWOOD (Vote For 3)","Richard Schubert","D/R",1197,33.28,6751,0,10,10,"0","0"
760,"Member of Council BRENTWOOD (Vote For 3)","Harold M. Smith, Jr.","D/R",1168,32.47,6751,0,10,10,"0","0"
761,"Member of Council BRENTWOOD (Vote For 3)","WRITE-IN","",47,1.31,6751,0,10,10,"0","0"
762,"Member of Council BRIDGEVILLE (Vote For 3)","Nicholas A. Ciesielski","DEM",601,19.46,3601,0,4,4,"0","0"
763,"Member of Council BRIDGEVILLE (Vote For 3)","Joseph M. Colosimo","DEM",564,18.26,3601,0,4,4,"0","0"
764,"Member of Council BRIDGEVILLE (Vote For 3)","Nino Petrocelli, Sr.","DEM",576,18.65,3601,0,4,4,"0","0"
765,"Member of Council BRIDGEVILLE (Vote For 3)","Michael Tolmer","REP",526,17.03,3601,0,4,4,"0","0"
766,"Member of Council BRIDGEVILLE (Vote For 3)","Jason Ferri","REP",466,15.09,3601,0,4,4,"0","0"
767,"Member of Council BRIDGEVILLE (Vote For 3)","Joel Lakus","REP",352,11.40,3601,0,4,4,"0","0"
768,"Member of Council BRIDGEVILLE (Vote For 3)","WRITE-IN","",4,0.13,3601,0,4,4,"0","0"
769,"Member of Council CASTLE SHANNON (Vote For 3)","Nancy J. Kovach","DEM",1112,29.68,6132,0,8,8,"0","0"
770,"Member of Council CASTLE SHANNON (Vote For 3)","Marian L. Randazzo","DEM",1065,28.42,6132,0,8,8,"0","0"
771,"Member of Council CASTLE SHANNON (Vote For 3)","William Jason Oates","DEM",952,25.41,6132,0,8,8,"0","0"
772,"Member of Council CASTLE SHANNON (Vote For 3)","John Seekings","IND",580,15.48,6132,0,8,8,"0","0"
773,"Member of Council CASTLE SHANNON (Vote For 3)","WRITE-IN","",38,1.01,6132,0,8,8,"0","0"
774,"Member of Council CHALFANT (Vote For 3)","Joanne Baburich","DEM",128,36.68,596,0,1,1,"0","0"
775,"Member of Council CHALFANT (Vote For 3)","Owen Lilac","DEM",119,34.10,596,0,1,1,"0","0"
776,"Member of Council CHALFANT (Vote For 3)","Russ Drenning","DEM",99,28.37,596,0,1,1,"0","0"
777,"Member of Council CHALFANT (Vote For 3)","WRITE-IN","",3,0.86,596,0,1,1,"0","0"
778,"Member of Council CHESWICK (Vote For 3)","Michael J. Girardi","D/R",280,41.85,1299,0,2,2,"0","0"
779,"Member of Council CHESWICK (Vote For 3)","Brad Yaksich","REP",250,37.37,1299,0,2,2,"0","0"
780,"Member of Council CHESWICK (Vote For 3)","WRITE-IN","",139,20.78,1299,0,2,2,"0","0"
781,"Member of Council CHURCHILL (Vote For 3)","Adam P. McDowell","DEM",772,33.45,2790,0,4,4,"0","0"
782,"Member of Council CHURCHILL (Vote For 3)","Donald B. DeFranco","DEM",760,32.93,2790,0,4,4,"0","0"
783,"Member of Council CHURCHILL (Vote For 3)","Jay Dworin","DEM",742,32.15,2790,0,4,4,"0","0"
784,"Member of Council CHURCHILL (Vote For 3)","WRITE-IN","",34,1.47,2790,0,4,4,"0","0"
785,"Member of Council CRAFTON (Vote For 3)","Coletta Perry","DEM",973,25.09,4629,0,6,6,"0","0"
786,"Member of Council CRAFTON (Vote For 3)","Anthony Saba","DEM",811,20.91,4629,0,6,6,"0","0"
787,"Member of Council CRAFTON (Vote For 3)","Roy A. Niemann, Jr.","DEM",719,18.54,4629,0,6,6,"0","0"
788,"Member of Council CRAFTON (Vote For 3)","David J. Bloom","REP",685,17.66,4629,0,6,6,"0","0"
789,"Member of Council CRAFTON (Vote For 3)","William S. Ryan","REP",636,16.40,4629,0,6,6,"0","0"
790,"Member of Council CRAFTON (Vote For 3)","WRITE-IN","",54,1.39,4629,0,6,6,"0","0"
791,"Member of Council DORMONT (Vote For 3)","Kate Abel","DEM",1445,33.75,6737,0,10,10,"0","0"
792,"Member of Council DORMONT (Vote For 3)","Daniele Ventresca","DEM",1386,32.38,6737,0,10,10,"0","0"
793,"Member of Council DORMONT (Vote For 3)","John V. Moore","DEM",1360,31.77,6737,0,10,10,"0","0"
794,"Member of Council DORMONT (Vote For 3)","WRITE-IN","",90,2.10,6737,0,10,10,"0","0"
795,"Member of Council EAST MCKEESPORT (Vote For 3)","Donna J. Ferrainolo","DEM",256,32.82,1427,0,3,3,"0","0"
796,"Member of Council EAST MCKEESPORT (Vote For 3)","Carley Frances Sciulli","DEM",258,33.08,1427,0,3,3,"0","0"
797,"Member of Council EAST MCKEESPORT (Vote For 3)","Robert A. Hampshire","DEM",259,33.21,1427,0,3,3,"0","0"
798,"Member of Council EAST MCKEESPORT (Vote For 3)","WRITE-IN","",7,0.90,1427,0,3,3,"0","0"
799,"Member of Council EDGEWOOD (Vote For 3)","Patricia Marie Schaefer","DEM",874,30.55,2923,0,3,3,"0","0"
800,"Member of Council EDGEWOOD (Vote For 3)","Ben Love","DEM",838,29.29,2923,0,3,3,"0","0"
801,"Member of Council EDGEWOOD (Vote For 3)","Tara L. Yaney","DEM",879,30.72,2923,0,3,3,"0","0"
802,"Member of Council EDGEWOOD (Vote For 3)","George Fuller","REP",261,9.12,2923,0,3,3,"0","0"
803,"Member of Council EDGEWOOD (Vote For 3)","WRITE-IN","",9,0.31,2923,0,3,3,"0","0"
804,"Member of Council EDGEWORTH (Vote For 3)","Elizabeth H. Genter","REP",299,30.64,1480,0,2,2,"0","0"
805,"Member of Council EDGEWORTH (Vote For 3)","Gregory J. Marlovits","REP",272,27.87,1480,0,2,2,"0","0"
806,"Member of Council EDGEWORTH (Vote For 3)","David Aloe","REP",244,25.00,1480,0,2,2,"0","0"
807,"Member of Council EDGEWORTH (Vote For 3)","WRITE-IN","",161,16.50,1480,0,2,2,"0","0"
808,"Member of Council ELIZABETH BOROUGH (Vote For 3)","Timothy C. Guffey","DEM",153,32.55,903,0,1,1,"0","0"
809,"Member of Council ELIZABETH BOROUGH (Vote For 3)","Desiree Gephart","REP",160,34.04,903,0,1,1,"0","0"
810,"Member of Council ELIZABETH BOROUGH (Vote For 3)","WRITE-IN","",157,33.40,903,0,1,1,"0","0"
811,"Member of Council EMSWORTH (Vote For 3)","Brian Joseph Fashian","DEM",296,46.69,1781,0,2,2,"0","0"
812,"Member of Council EMSWORTH (Vote For 3)","Paul F. Getz","REP",206,32.49,1781,0,2,2,"0","0"
813,"Member of Council EMSWORTH (Vote For 3)","WRITE-IN","",132,20.82,1781,0,2,2,"0","0"
814,"Member of Council FOREST HILLS (Vote For 3)","Patricia M. DeMarco","DEM",1694,34.83,5493,0,8,8,"0","0"
815,"Member of Council FOREST HILLS (Vote For 3)","William Burleigh","DEM",1553,31.94,5493,0,8,8,"0","0"
816,"Member of Council FOREST HILLS (Vote For 3)","John J. Lawrence","DEM",1562,32.12,5493,0,8,8,"0","0"
817,"Member of Council FOREST HILLS (Vote For 3)","WRITE-IN","",54,1.11,5493,0,8,8,"0","0"
818,"Member of Council FOX CHAPEL (Vote For 3)","Mandy J. Steele","DEM",896,17.07,4817,0,5,5,"0","0"
819,"Member of Council FOX CHAPEL (Vote For 3)","Betsy Monroe","DEM",921,17.54,4817,0,5,5,"0","0"
820,"Member of Council FOX CHAPEL (Vote For 3)","Bob Heister","DEM",830,15.81,4817,0,5,5,"0","0"
821,"Member of Council FOX CHAPEL (Vote For 3)","Jay S. Troutman","REP",898,17.10,4817,0,5,5,"0","0"
822,"Member of Council FOX CHAPEL (Vote For 3)","James M. Royston","REP",843,16.06,4817,0,5,5,"0","0"
823,"Member of Council FOX CHAPEL (Vote For 3)","Ann R. Meyer","REP",858,16.34,4817,0,5,5,"0","0"
824,"Member of Council FOX CHAPEL (Vote For 3)","WRITE-IN","",4,0.08,4817,0,5,5,"0","0"
825,"Member of Council GLENFIELD (Vote For 3)","WRITE-IN","",71,100.00,153,0,1,1,"0","0"
826,"Member of Council GREEN TREE (Vote For 3)","Ron Panza","DEM",867,33.85,3725,0,4,4,"0","0"
827,"Member of Council GREEN TREE (Vote For 3)","Art Tintori","DEM",843,32.92,3725,0,4,4,"0","0"
828,"Member of Council GREEN TREE (Vote For 3)","Rino Lindsey","DEM",821,32.06,3725,0,4,4,"0","0"
829,"Member of Council GREEN TREE (Vote For 3)","WRITE-IN","",30,1.17,3725,0,4,4,"0","0"
830,"Member of Council HAYSVILLE (Vote For 3)","WRITE-IN","",25,100.00,63,0,1,1,"0","0"
831,"Member of Council INGRAM (Vote For 3)","Samantha Jo Wilfert","DEM",415,27.02,2404,0,3,3,"0","0"
832,"Member of Council INGRAM (Vote For 3)","Peter Fiset","D/R",432,28.13,2404,0,3,3,"0","0"
833,"Member of Council INGRAM (Vote For 3)","Richard L. Smith","D/R",432,28.13,2404,0,3,3,"0","0"
834,"Member of Council INGRAM (Vote For 3)","Jerry Ellis","REP",230,14.97,2404,0,3,3,"0","0"
835,"Member of Council INGRAM (Vote For 3)","WRITE-IN","",27,1.76,2404,0,3,3,"0","0"
836,"Member of Council JEFFERSON HILLS (Vote For 3)","Karen Bucy","DEM",1299,18.86,8521,0,8,8,"0","0"
837,"Member of Council JEFFERSON HILLS (Vote For 3)","Nicole Ruscitto","DEM",1258,18.26,8521,0,8,8,"0","0"
838,"Member of Council JEFFERSON HILLS (Vote For 3)","Keith Reynolds","DEM",1174,17.04,8521,0,8,8,"0","0"
839,"Member of Council JEFFERSON HILLS (Vote For 3)","Melissa Girman-Steffey","REP",1173,17.03,8521,0,8,8,"0","0"
840,"Member of Council JEFFERSON HILLS (Vote For 3)","James D. Kingsley","REP",1087,15.78,8521,0,8,8,"0","0"
841,"Member of Council JEFFERSON HILLS (Vote For 3)","Michael Lewis","REP",812,11.79,8521,0,8,8,"0","0"
842,"Member of Council JEFFERSON HILLS (Vote For 3)","WRITE-IN","",86,1.25,8521,0,8,8,"0","0"
843,"Member of Council LEETSDALE (Vote For 3)","Roger A. Nanni","DEM",122,29.68,886,0,1,1,"0","0"
844,"Member of Council LEETSDALE (Vote For 3)","Jeffery Weatherby","REP",118,28.71,886,0,1,1,"0","0"
845,"Member of Council LEETSDALE (Vote For 3)","Wesley T. James","REP",119,28.95,886,0,1,1,"0","0"
846,"Member of Council LEETSDALE (Vote For 3)","WRITE-IN","",52,12.65,886,0,1,1,"0","0"
847,"Member of Council LIBERTY (Vote For 3)","Christopher D. Gretz","D/R",332,34.30,1690,0,2,2,"0","0"
848,"Member of Council LIBERTY (Vote For 3)","Michael J. Zrenchak","DEM",278,28.72,1690,0,2,2,"0","0"
849,"Member of Council LIBERTY (Vote For 3)","WRITE-IN","",358,36.98,1690,0,2,2,"0","0"
850,"Member of Council LINCOLN (Vote For 3)","Paul S. Vereb","DEM",131,32.59,693,0,1,1,"0","0"
851,"Member of Council LINCOLN (Vote For 3)","Kristin J. Beedle","DEM",134,33.33,693,0,1,1,"0","0"
852,"Member of Council LINCOLN (Vote For 3)","William Denne","DEM",132,32.84,693,0,1,1,"0","0"
853,"Member of Council LINCOLN (Vote For 3)","WRITE-IN","",5,1.24,693,0,1,1,"0","0"
854,"Member of Council MT OLIVER (Vote For 3)","Christina Reft","DEM",297,33.15,2341,0,4,4,"0","0"
855,"Member of Council MT OLIVER (Vote For 3)","Amber McGough","DEM",287,32.03,2341,0,4,4,"0","0"
856,"Member of Council MT OLIVER (Vote For 3)","Aaron Graham","DEM",283,31.58,2341,0,4,4,"0","0"
857,"Member of Council MT OLIVER (Vote For 3)","WRITE-IN","",29,3.24,2341,0,4,4,"0","0"
858,"Member of Council MUNHALL (Vote For 3)","John K. Ondo","D/R",1813,29.95,8009,0,12,12,"0","0"
859,"Member of Council MUNHALL (Vote For 3)","Mark Fallon","D/R",1783,29.45,8009,0,12,12,"0","0"
860,"Member of Council MUNHALL (Vote For 3)","Jason W. Stein","D/R",1395,23.04,8009,0,12,12,"0","0"
861,"Member of Council MUNHALL (Vote For 3)","WRITE-IN","",1063,17.56,8009,0,12,12,"0","0"
862,"Member of Council OAKDALE (Vote For 3)","Jonathan Paul DeBor","DEM",247,33.20,1054,0,2,2,"0","0"
863,"Member of Council OAKDALE (Vote For 3)","Mark Maximovich","DEM",246,33.06,1054,0,2,2,"0","0"
864,"Member of Council OAKDALE (Vote For 3)","Tom Potts","DEM",242,32.53,1054,0,2,2,"0","0"
865,"Member of Council OAKDALE (Vote For 3)","WRITE-IN","",9,1.21,1054,0,2,2,"0","0"
866,"Member of Council OAKMONT (Vote For 3)","Lindsay Osterhout","DEM",1110,19.38,5589,0,6,6,"0","0"
867,"Member of Council OAKMONT (Vote For 3)","Nancy L. Ride","DEM",1174,20.50,5589,0,6,6,"0","0"
868,"Member of Council OAKMONT (Vote For 3)","Sophia Facaros","DEM",1036,18.09,5589,0,6,6,"0","0"
869,"Member of Council OAKMONT (Vote For 3)","Matthew Duran","REP",735,12.83,5589,0,6,6,"0","0"
870,"Member of Council OAKMONT (Vote For 3)","Andrew R. Zentgraf","REP",882,15.40,5589,0,6,6,"0","0"
871,"Member of Council OAKMONT (Vote For 3)","William E. Wengerd","REP",786,13.72,5589,0,6,6,"0","0"
872,"Member of Council OAKMONT (Vote For 3)","WRITE-IN","",4,0.07,5589,0,6,6,"0","0"
873,"Member of Council GLEN OSBORNE (Vote For 3)","Robert Ryan","DEM",86,22.22,455,0,1,1,"0","0"
874,"Member of Council GLEN OSBORNE (Vote For 3)","Jarod R. Stewart","REP",49,12.66,455,0,1,1,"0","0"
875,"Member of Council GLEN OSBORNE (Vote For 3)","Thomas A. Huddleston","IND",127,32.82,455,0,1,1,"0","0"
876,"Member of Council GLEN OSBORNE (Vote For 3)","William Monski","IND",113,29.20,455,0,1,1,"0","0"
877,"Member of Council GLEN OSBORNE (Vote For 3)","WRITE-IN","",12,3.10,455,0,1,1,"0","0"
878,"Member of Council PITCAIRN (Vote For 3)","James Rullo","DEM",322,27.95,2151,0,3,3,"0","0"
879,"Member of Council PITCAIRN (Vote For 3)","Lisa Petrosky","D/R",348,30.21,2151,0,3,3,"0","0"
880,"Member of Council PITCAIRN (Vote For 3)","Debra J. Freeman","DEM",321,27.86,2151,0,3,3,"0","0"
881,"Member of Council PITCAIRN (Vote For 3)","John M. Bova","REP",150,13.02,2151,0,3,3,"0","0"
882,"Member of Council PITCAIRN (Vote For 3)","WRITE-IN","",11,0.95,2151,0,3,3,"0","0"
883,"Member of Council PLEASANT HILLS (Vote For 3)","Nicole Marie Leckenby","DEM",1035,23.20,6307,0,10,10,"0","0"
884,"Member of Council PLEASANT HILLS (Vote For 3)","Justin Horvat","DEM",983,22.03,6307,0,10,10,"0","0"
885,"Member of Council PLEASANT HILLS (Vote For 3)","Andy Codelka","D/R",1417,31.76,6307,0,10,10,"0","0"
886,"Member of Council PLEASANT HILLS (Vote For 3)","Gregory P. Smith","REP",998,22.37,6307,0,10,10,"0","0"
887,"Member of Council PLEASANT HILLS (Vote For 3)","WRITE-IN","",29,0.65,6307,0,10,10,"0","0"
888,"Member of Council PLUM (Vote For 3)","Ryan Delaney","DEM",2848,16.94,19420,0,21,21,"0","0"
889,"Member of Council PLUM (Vote For 3)","Daniel J. Hadley","DEM",2771,16.48,19420,0,21,21,"0","0"
890,"Member of Council PLUM (Vote For 3)","David A. Vento","DEM",3112,18.51,19420,0,21,21,"0","0"
891,"Member of Council PLUM (Vote For 3)","Dave Majernik","REP",2739,16.29,19420,0,21,21,"0","0"
892,"Member of Council PLUM (Vote For 3)","John Anderson","REP",2703,16.08,19420,0,21,21,"0","0"
893,"Member of Council PLUM (Vote For 3)","David Seitz","REP",2623,15.60,19420,0,21,21,"0","0"
894,"Member of Council PLUM (Vote For 3)","WRITE-IN","",15,0.09,19420,0,21,21,"0","0"
895,"Member of Council PORT VUE (Vote For 3)","Bryan Myers, II","DEM",520,36.14,2377,0,4,4,"0","0"
896,"Member of Council PORT VUE (Vote For 3)","Kenneth J. Hresko","DEM",465,32.31,2377,0,4,4,"0","0"
897,"Member of Council PORT VUE (Vote For 3)","Gregory M. Lombardo","DEM",435,30.23,2377,0,4,4,"0","0"
898,"Member of Council PORT VUE (Vote For 3)","WRITE-IN","",19,1.32,2377,0,4,4,"0","0"
899,"Member of Council ROSSLYN FARMS (Vote For 3)","William Sargent","DEM",69,14.84,396,0,1,1,"0","0"
900,"Member of Council ROSSLYN FARMS (Vote For 3)","Chad R. Green","REP",141,30.32,396,0,1,1,"0","0"
901,"Member of Council ROSSLYN FARMS (Vote For 3)","Steven P. Tassaro","REP",134,28.82,396,0,1,1,"0","0"
902,"Member of Council ROSSLYN FARMS (Vote For 3)","Jerald C. Lear, Jr.","REP",119,25.59,396,0,1,1,"0","0"
903,"Member of Council ROSSLYN FARMS (Vote For 3)","WRITE-IN","",2,0.43,396,0,1,1,"0","0"
904,"Member of Council SEWICKLEY HEIGHTS (Vote For 3)","Tom McCargo","REP",191,33.22,783,0,1,1,"0","0"
905,"Member of Council SEWICKLEY HEIGHTS (Vote For 3)","John Means","REP",185,32.17,783,0,1,1,"0","0"
906,"Member of Council SEWICKLEY HEIGHTS (Vote For 3)","J. Brandon Snyder","REP",189,32.87,783,0,1,1,"0","0"
907,"Member of Council SEWICKLEY HEIGHTS (Vote For 3)","WRITE-IN","",10,1.74,783,0,1,1,"0","0"
908,"Member of Council SHARPSBURG (Vote For 3)","Adrianne Laing","DEM",376,35.11,2348,0,3,3,"0","0"
909,"Member of Council SHARPSBURG (Vote For 3)","Jonathan Jaso","D/R",351,32.77,2348,0,3,3,"0","0"
910,"Member of Council SHARPSBURG (Vote For 3)","Gregory Phillip Domian","DEM",336,31.37,2348,0,3,3,"0","0"
911,"Member of Council SHARPSBURG (Vote For 3)","WRITE-IN","",8,0.75,2348,0,3,3,"0","0"
912,"Member of Council SPRINGDALE BOROUGH (Vote For 3)","James Zurisko","DEM",419,28.48,2315,0,4,4,"0","0"
913,"Member of Council SPRINGDALE BOROUGH (Vote For 3)","David J. Spirk","DEM",377,25.63,2315,0,4,4,"0","0"
914,"Member of Council SPRINGDALE BOROUGH (Vote For 3)","Frank G. Forbes","DEM",288,19.58,2315,0,4,4,"0","0"
915,"Member of Council SPRINGDALE BOROUGH (Vote For 3)","Shawn P. Fitzgerald, Jr.","REP",381,25.90,2315,0,4,4,"0","0"
916,"Member of Council SPRINGDALE BOROUGH (Vote For 3)","WRITE-IN","",6,0.41,2315,0,4,4,"0","0"
917,"Member of Council SWISSVALE (Vote For 3)","Weldianne Scales","DEM",1706,31.64,7379,0,11,11,"0","0"
918,"Member of Council SWISSVALE (Vote For 3)","William C. Price, Jr.","DEM",1505,27.91,7379,0,11,11,"0","0"
919,"Member of Council SWISSVALE (Vote For 3)","Christopher Ansell","DEM",1383,25.65,7379,0,11,11,"0","0"
920,"Member of Council SWISSVALE (Vote For 3)","Douglas Connor","NAI",767,14.22,7379,0,11,11,"0","0"
921,"Member of Council SWISSVALE (Vote For 3)","WRITE-IN","",31,0.57,7379,0,11,11,"0","0"
922,"Member of Council THORNBURG (Vote For 3)","Mary Ditmore","DEM",109,33.64,436,0,1,1,"0","0"
923,"Member of Council THORNBURG (Vote For 3)","Sam Runyon","DEM",109,33.64,436,0,1,1,"0","0"
924,"Member of Council THORNBURG (Vote For 3)","T. Zane Long, II","REP",105,32.41,436,0,1,1,"0","0"
925,"Member of Council THORNBURG (Vote For 3)","WRITE-IN","",1,0.31,436,0,1,1,"0","0"
926,"Member of Council TRAFFORD (Vote For 3)","Steven Perovich","D/R",12,44.44,59,0,1,1,"0","0"
927,"Member of Council TRAFFORD (Vote For 3)","Patricia E. Paola","DEM",5,18.52,59,0,1,1,"0","0"
928,"Member of Council TRAFFORD (Vote For 3)","Christopher Corrales","D/R",5,18.52,59,0,1,1,"0","0"
929,"Member of Council TRAFFORD (Vote For 3)","Kris Cardiff","REP",5,18.52,59,0,1,1,"0","0"
930,"Member of Council TRAFFORD (Vote For 3)","WRITE-IN","",0,0.00,59,0,1,1,"0","0"
931,"Member of Council VERONA (Vote For 3)","Sylvia K. Provenza","D/R",386,32.17,1731,0,3,3,"0","0"
932,"Member of Council VERONA (Vote For 3)","Michael G. Forbeck","D/R",404,33.67,1731,0,3,3,"0","0"
933,"Member of Council VERONA (Vote For 3)","David Charles Matlin","D/R",392,32.67,1731,0,3,3,"0","0"
934,"Member of Council VERONA (Vote For 3)","WRITE-IN","",18,1.50,1731,0,3,3,"0","0"
935,"Member of Council VERSAILLES (Vote For 3)","Cynthia L. Richards","DEM",165,44.00,1043,0,2,2,"0","0"
936,"Member of Council VERSAILLES (Vote For 3)","Matthew J. Richards","DEM",163,43.47,1043,0,2,2,"0","0"
937,"Member of Council VERSAILLES (Vote For 3)","WRITE-IN","",47,12.53,1043,0,2,2,"0","0"
938,"Member of Council WEST ELIZABETH (Vote For 3)","Janet Isaacs","REP",44,55.70,272,0,1,1,"0","0"
939,"Member of Council WEST ELIZABETH (Vote For 3)","WRITE-IN","",35,44.30,272,0,1,1,"0","0"
940,"Member of Council WEST HOMESTEAD (Vote For 3)","Joseph M. Baran","D/R",379,31.64,1500,0,3,3,"0","0"
941,"Member of Council WEST HOMESTEAD (Vote For 3)","Paul J. Urban","D/R",313,26.13,1500,0,3,3,"0","0"
